user_id,count_item,sum_price,recommend_percentage
1337Akraken,110,1148.35,0.0
1337_K_REW,38,84.95,100.0
1337_Speak,269,2520.39,
1337hunter,134,1236.8,100.0
1337leetSloth,3,39.97,
1337lolroflmao,197,1911.82,100.0
1337mlg,103,495.53999999999996,
1337putin,91,1759.0500000000002,100.0
1343534566,23,227.85,100.0
13457856281,42,317.76,100.0
1345adfg,8,0.0,
134679jc333,17,59.96,
135781,63,903.4499999999999,87.5
1373648137417,176,1618.96,
137731251236671466147,371,5236.26,
13971397,222,2839.42,100.0
1398199813,3,9.99,
13lazer,398,5478.54,100.0
13omadragon,33,224.88,
13salva,61,593.62,
1408129010,31,244.89,
142331415,179,1715.6399999999999,
142412412124142,3,0.0,
14372193,111,344.81,100.0
143865,62,419.76,
1440454,70,638.58,100.0
144289919655093823,48,512.63,
1452221660414,140,1585.19,100.0
14528910,1,,
1454235887,3,0.0,
145578,94,1015.97,100.0
1456237,34,412.74,
1457184935981,27,172.88,100.0
146847798098,29,49.97,
14725836900,17,134.91,100.0
14747,180,1873.59,
147532984,99,919.51,100.0
147751,12,202.85999999999999,
14789633698741,348,4522.14,
148203604,7,0.0,
150010792,113,156.84,100.0
150230,152,1881.61,
1513412123111331,17,147.85,
151995,41,134.91,
1522188745,83,542.63,
1540359,14,70.97,
154352,87,444.72,75.0
1546328127418,27,329.88,50.0
154930493,38,427.82,100.0
15511551,156,1103.1,100.0
155754572,21,114.93,
15632897,255,3166.12,
157645,487,4826.71,100.0
15832789427,102,1060.5,100.0
1591240764,101,377.0,
15934,124,1694.1299999999999,100.0
159zse159,377,4891.03,100.0
1607426135,14,39.96,
1626466724893520,64,584.68,100.0
163050995,13,0.0,100.0
16362426247,68,493.63,
16395,11,59.959999999999994,
16538,138,2357.98,100.0
16748438,21,274.88,
169420666,53,322.74,100.0
17-04-2000,90,557.67,
17101710,134,1353.09,88.88888888888889
1711338513531,28,210.85,
171516,196,1556.97,83.33333333333334
1726432,12,189.96,
17291799,19,154.92,100.0
172954833,24,0.0,
173902,2,9.99,
1739902091026,79,266.8,100.0
174561864923145,51,452.71999999999997,
174gamecuman700kngkakak,159,1324.21,100.0
17731773,47,310.71,
177652,24,494.76,
17829463213,69,419.81,100.0
1800-Ricohut,121,1009.3199999999999,83.33333333333334
1800FkMyVajj,7,14.99,
18023009,2,14.99,
180577,66,578.59,100.0
18082001,105,680.28,100.0
18228272828,153,1632.12,100.0
182748927838783778382,21,120.9,
182828282,44,479.71,
18283848,72,971.5,
1829369648,2,0.0,
18481,154,2094.8,100.0
1850172512752815,28,147.41,100.0
18504965711,80,1041.45,
1859082899,17,68.95,
186038013,1,,
1870380085,43,298.79,
1873410337,39,379.83,88.88888888888889
1875489156748,52,381.74,100.0
187625,121,390.63,66.66666666666666
18855881,204,2878.39,
1889999999999999,35,249.91,100.0
19-20-5-20-27-5-18,32,154.88,100.0
190120001826,2,0.0,
1920410,87,1074.44,0.0
19210801,51,215.86,
1922001,94,510.1,100.0
1930234,82,591.69,
19365,103,1391.17,
19372250,137,1938.91,100.0
1937648259137856lkjnoik,9,44.96,
1944086851,14,64.95,100.0
1947CARROTS,26,104.92999999999999,
194847383,135,949.3299999999999,100.0
1956aa1,113,1387.69,50.0
195862,69,595.66,100.0
19702316748,94,937.31,
19720911,5,0.0,
19820182123,13,169.94,
1994dbc,207,2009.96,100.0
1997-07-06_J077,7,29.979999999999997,
19990923,41,224.91,100.0
199A,27,138.91,
19te_Polska,70,964.43,100.0
1BUCK80,32,319.87,
1GN33L,20,224.88,
1MLG2U,59,350.57,100.0
1NFR33,196,1938.9099999999999,100.0
1R1M1,52,318.75,33.33333333333333
1UK33Y,30,354.78999999999996,
1_Taipan,25,356.84,
1a1u14,76,360.75,100.0
1dog636,104,1037.24,
1epicninja,91,989.4399999999999,100.0
1iam1iam1iam,70,799.7,100.0
1jamesn4,82,930.4,100.0
1qaz2wwx010,23,44.97,
1silentsniper1,319,3587.89,100.0
1snap,179,1933.55,85.71428571428571
1stBLUE-COW,52,342.77,100.0
1stpionpaul,162,2021.72,100.0
1sttperson,42,379.77,
1v1meguy,245,3161.02,100.0
1v1meinclubpenguinscrub,28,329.82,
1v1mim8,70,658.55,
2000jtc,60,683.66,
2001911,4,9.99,
200220006,139,1805.03,100.0
20041213,27,19.98,66.66666666666666
200719917302,59,799.61,
200px-spy-taunt-laugh,18,64.96,100.0
2011368123,252,3075.04,100.0
20115011,4,9.99,
205723552,15,29.979999999999997,
2080308,85,722.47,100.0
2092000666,31,160.87,100.0
210519992016,84,588.6,20.0
21072013,21,39.98,
211011374,32,499.78,100.0
21129393,9,34.97,
2114521846341684,13,149.91,
2121312,17,34.97,
2125125126,6,34.97,
212blair212,17,104.92,
213123123132,200,460.65999999999997,
21321112399,13,184.92000000000002,
2139093311,7,9.99,
215251,35,312.83,
216712138,92,878.55,100.0
218939137821738213127983,92,602.6,
219121912191,13,44.97,
21lord21drag,5,59.97,
22109203,98,667.11,
222081994,26,305.88,
2222224444555985,35,204.9,
2222455,131,1366.1299999999999,100.0
2233dog15,17,245.9,
22491987,51,307.83,
22502250,77,872.5699999999999,100.0
225544,72,769.51,66.66666666666666
225555,17,195.89000000000001,100.0
226rep,10,159.94,
2271531450,25,84.91,100.0
2293371488,47,225.29,
23012003,18,94.94,100.0
231091,184,2625.6,100.0
2311985201258745633313,37,341.83,
231321455,60,274.82,100.0
23142433253545,122,1249.24,
23184798,32,97.91,100.0
2323534545,158,1294.07,71.42857142857143
233433,8,22.979999999999997,
2342526,52,619.66,
23434454365463446754546576e45646,99,756.4499999999999,100.0
2345XXXXX,52,313.74,
234671,28,144.89,
235269,88,1110.76,100.0
235324234732,27,255.76,
2364786499,49,609.52,100.0
23745736,74,413.8,100.0
2378695,2,34.98,
2390746539217,23,355.87,100.0
23974656456,84,709.56,100.0
2398,22,151.85999999999999,
23Batman05,145,1312.16,100.0
23jesus23,70,619.64,
24045681579016271,15,29.97,
24101738,34,59.99,100.0
243567890,7,44.97,
2435689,76,626.52,
2435764824567835,26,149.9,
24453,74,1100.51,66.66666666666666
2448531,80,387.62,100.0
24532453,134,1141.3,
24596,121,814.8199999999999,100.0
24681256447,11,67.95,
246823,25,265.85,100.0
247211,154,1390.0,100.0
2479742,106,1245.37,100.0
248392584,7,30.96,
248482,277,2808.41,
24862345243,49,691.65,
24902,45,402.78999999999996,
249758,181,3243.35,100.0
24BallerJK,9,39.97,
24CmRuler,77,858.5,
25050,99,825.6,100.0
25061841,15,170.89,
25230405,98,984.4,100.0
25231341243,34,213.85,
2539428377924,106,817.5,
256565,18,178.9,
2571,690,8121.349999999999,100.0
259987556434546,121,1113.69,
25_Years_Since_Freddie,30,309.81,85.71428571428571
26070,36,475.72999999999996,100.0
2608739,5,24.98,100.0
26292919,94,585.62,
2647891,8,39.97,100.0
2688789326887893,73,245.88,
269485,284,3786.56,
27073108,106,1218.3999999999999,50.0
27601MCM,58,299.79,100.0
27649735,2,0.0,
2768820078,91,1545.27,80.0
279519365,127,993.54,100.0
27dnguyen,29,226.76999999999998,
28019769,124,2178.94,
2826,7,110.94,
2891723967123,160,1908.8999999999999,71.42857142857143
28yelkco,32,219.84,
29017637452801,86,496.53999999999996,100.0
291129112911291129112911,68,489.65,100.0
29123,36,229.88,80.0
29123,36,229.88,80.0
2933725,2,0.0,
2987654235,8,15.98,
29998000,46,259.84,100.0
2Chill,122,1179.08,100.0
2Degrees,82,1133.44,100.0
2EzRogueDH,12,99.96000000000001,100.0
2JZEEEEBABY,61,787.57,100.0
2Lethal,117,1207.31,100.0
2Ryo2Know,29,217.85,
2Ta4,362,3370.24,66.66666666666666
2ZESTY4ME,82,420.75,50.0
2amigosupremos753,1,0.0,
2cq,898,9145.869999999999,
2d4nk4m3,160,692.37,50.0
2edgy4youboi,84,775.49,100.0
2ez2xl,79,721.5,100.0
2ez4medick,32,382.73999999999995,100.0
2fast4u271,39,256.76,
2g00d4u,14,100.92,
2greasy,66,725.52,
2ik4tf,22,165.86,100.0
2kewl4you,9,19.99,
2lstgun,31,237.84,100.0
2matoe,24,150.87,
2muchred,149,1661.84,
2nerdssemvida,101,187.79,100.0
2pac_Skai,1,,
2pacisaliveincuba,303,3445.63,100.0
2ptwisted,18,131.94,
2red12,151,1753.97,100.0
2sBs,219,2457.39,100.0
2sd31,11,170.9,100.0
2seggy4um8havalook,10,54.97,
2she,57,483.58,
2sneaky5u,291,3116.87,100.0
2spookis,199,1592.44,100.0
2spooky,323,3816.99,83.33333333333334
2unimaginative4u,23,40.96,
2v1meyoucheekyscrub,42,554.76,100.0
2xDelorean,55,419.71,100.0
30035115,97,1328.29,
300799,14,24.98,
30102000,1,,
30102002,33,167.32999999999998,100.0
3021Daniel,105,1366.24,100.0
3038070,5,34.98,
3046123,70,843.61,100.0
305010,67,882.52,
30699,29,214.91,
30XxPikachuxX03,3,0.0,
313134,378,4525.83,
314155156915923,36,243.76999999999998,100.0
31456576727471577757175717,21,39.97,
31575,73,184.79999999999998,100.0
317733235,58,345.72999999999996,50.0
317984739321,150,935.4399999999999,100.0
317984739321,150,935.4399999999999,100.0
317jim,15,14.99,
318941651,42,270.81,
3197,44,467.66999999999996,75.0
320RustPro,11,29.97,100.0
3214213216,107,224.19,100.0
321541,26,253.81,
3218998529,2,19.98,
3265899423,66,432.71,
326759263846544,294,1864.44,50.0
329838102,19,49.96,66.66666666666666
32bitmaximus,79,1115.29,100.0
33275,9,69.95,
3333322,1,,
333333259,15,129.93,
33334scat,59,432.76,100.0
333666333111,24,245.85999999999999,
333hab,234,2435.29,100.0
33442,7,14.99,100.0
334756875,111,605.5,60.0
34234252sd,16,49.97,
3423523425433425,118,1528.11,100.0
343221221,52,471.76,100.0
34324132,41,556.7,100.0
343574890,27,221.88,
34383536,14,117.41999999999999,
343rox,18,190.88,
34451,1,,
3456457568,90,710.6,
34565754,28,384.84,
3456669133723,9,44.97,
345675,180,2276.67,100.0
34568535890075433578,44,527.76,
34573671264yi,92,639.56,100.0
345827357205098,31,194.88,
3496148694969,132,1644.3899999999999,
350176,32,235.86,
350241,184,2256.0099999999998,100.0
352039981386723,30,384.77,
3523436346,99,1238.24,100.0
35353534,29,281.82,100.0
35475,161,2163.23,100.0
3548548564856498484894,149,1791.8999999999999,83.33333333333334
3565Jason,22,174.92,100.0
36033,32,171.84,
360NoScopeMLGBLAZEGirlGamer69,10,79.94999999999999,
360j1mmy,314,3750.08,100.0
3635,101,374.71,
363997099,8,59.97,
36864,22,328.79,50.0
369231461278416,127,814.56,100.0
36_T,259,3272.83,88.88888888888889
373848099,99,793.54,100.0
37755753,136,1727.93,80.0
378366354,69,581.7,
37891266723,144,1371.17,
380012,16,213.87,
381644,84,882.54,100.0
38174962156174513,25,364.88,
38189307,20,178.83,
387561,18,162.9,
38927497,725,8154.45,100.0
38y685ie4e89r78,13,64.96,
391204566,89,1296.42,100.0
3Ldota,6,29.98,100.0
3dster,113,1133.21,100.0
3eBpA,140,1044.24,100.0
3lAckCAt,114,861.37,100.0
3mike,106,1261.12,
3mperi0,41,369.76,
3nv3y,139,1800.87,
3ring,24,146.85,
3stantedja,6,14.99,
3teGZ_Rorschach,70,1123.48,100.0
3th3,66,215.86,88.88888888888889
3vild33d,41,490.7,
3xU,146,1443.21,100.0
3xc4l18urblue,76,802.4,
3xotic26,153,1904.76,100.0
400primetopkeks,18,151.87,
4017209381,10,19.99,
402553929,54,502.74,100.0
4043RROR,91,889.47,100.0
404PlayerNotFound,86,983.38,
404ok4561687987879847,16,104.94999999999999,0.0
4131723314123,33,148.82,
414291,40,287.79999999999995,
41781029,51,367.67,100.0
4200769711,26,134.9,100.0
4201,31,483.75,
4202346,73,563.6,
420BlazeItMLG,23,24.98,66.66666666666666
420Blz,199,2243.75,100.0
420BlzeIT,40,219.84,100.0
420DankMasterKush420,102,861.9,100.0
420NigelGaming420,48,324.77,83.33333333333334
420_Blaze_It_Fgt,18,0.0,100.0
420believe,43,429.69,
420blazedondaweedguyz,29,239.85,
420blazefag00t,5,94.97,
420blazeitbitches,22,255.81,
420blaznnoscope,30,116.9,
420box,137,1469.05,
420cheekycunt,14,89.93,0.0
420dankmemer,53,461.64,
420fedora,92,1024.27,90.0
420gandalfyoda,36,499.74,
420haybale,18,87.94,
420lol420,31,74.94999999999999,
420slender,32,322.79,100.0
4234213234124,20,54.96,100.0
42456,9,45.94,100.0
42654264,24,207.94,100.0
427533764,1,,
42978717,217,2587.59,
42rsfw42efwrwr,29,159.97,
4301945,13,63.93,100.0
4321louis,70,515.02,100.0
4324434,19,110.9,100.0
434238948,80,239.83,100.0
434546464,76,902.55,100.0
44196,140,1804.78,75.0
442199,4,14.99,
44290,34,195.87,100.0
4432XABLAU,204,1562.38,75.0
4454664,76,894.51,
4456829,36,290.85,
44579,47,390.81,100.0
44845991789,25,301.8,
44925952,10,79.94,
452213,3,14.99,
45236243663663643636,45,684.63,0.0
45378665,3,19.99,
4545451111,38,84.97,100.0
4545648,8,24.97,100.0
454575878752,12,18.98,
45514551,70,451.73,100.0
45544554455445,91,922.38,100.0
45622hd,3,14.98,
4563453467436754656677,8,107.96000000000001,100.0
4564231564,38,462.71,
4567cabi,45,378.7,
45685748567857,58,494.7,100.0
45748930,21,19.99,
45826755958,40,544.81,100.0
458768,64,443.68,
458769873675,7,117.94,
45883274,275,3015.0099999999998,
45979,3,0.0,
46366536564574576346346546,192,620.63,100.0
4687843213132,12,122.89999999999999,
4735736754,16,64.96,
47444744,6,44.97,
47DollarsInMyBankAccount,73,891.47,
47enth,224,2745.83,
4801,140,1639.06,66.66666666666666
4801,140,1639.06,66.66666666666666
4805766,4,0.0,
48226746,123,1595.24,87.5
483752394756293478563845,10,19.98,
486259317,94,603.61,100.0
4Elementals,19,11.99,
4KnightArtorias,39,9.99,
4RCH4NG3Ll,173,1296.02,100.0
4_5C12U13,127,1410.97,100.0
4bigs,2,9.99,
4d1t,23,382.87,
4hwei,187,1630.6,66.66666666666666
4i20swagyolo69,24,127.85,100.0
4loreseeker,31,103.42,
4mrtm,127,715.87,100.0
4n0m4ly,78,920.42,
4n631,51,609.6999999999999,100.0
4nti-y0u,116,1434.1399999999999,100.0
4op2U,89,621.51,
4p4ch3,48,515.64,
4skin5head,53,641.71,
4tiles,40,655.66,100.0
4tiles,40,655.66,100.0
50899161,213,2225.12,
51041,47,479.73,100.0
51134243,95,857.42,100.0
512356,518,4130.99,100.0
51252151215512,74,514.75,
512am,38,329.83,
513659145,8,95.95,
51564210333,81,528.59,100.0
519130312,100,641.47,
519348245,71,229.65,100.0
51centcorn,299,2783.19,83.33333333333334
51jets,28,126.89,100.0
52554261,2,,
527788235,245,2658.12,100.0
53071407,26,349.88,
53112195114,51,369.73,100.0
5318064,50,690.65,
5343039,204,3509.36,100.0
535346456636,83,239.85,50.0
53774,178,2391.62,
5400540054005400,101,1240.36,100.0
54263144,35,269.88,100.0
54321DrOpThEbAsS,19,215.83999999999997,
5438910,25,89.94,
544183980,133,1551.43,100.0
544542132154524145,33,7.99,100.0
54494292,23,94.93,
5453V3,17,113.91,
54546545,89,847.45,100.0
54678907652,71,685.5,50.0
5469782134896,351,3923.94,
548547248072804,74,740.48,100.0
54Strat,57,593.63,100.0
54r93,199,2778.5,
550455,16,0.0,
554076033,14,154.95000000000002,100.0
55432147,133,625.64,25.0
5554Grovesy,91,969.47,100.0
5564321,23,139.92,
558092,53,333.74,100.0
564743553uy5367,52,479.74,100.0
567234,61,450.73,
56745879956,6,0.0,
56748930,68,639.6,
5678LetMeCyaBootyShake,100,792.43,33.33333333333333
5692496235797644,107,1268.3,
5739108,101,1158.26,
57841325,37,249.35999999999999,
5790870877878,12,0.0,
579132657905,10,54.96,
58077979,40,211.77,100.0
58254410,170,1507.05,100.0
58291756,1,4.99,
5856565456564,104,1003.47,100.0
58981044,92,508.59999999999997,100.0
5901,65,678.4499999999999,
59285912859,52,485.65,
5975,241,2892.2799999999997,100.0
5LuG,23,179.88,100.0
5car3crow,99,1241.22,
5h0tL3s5,72,903.5,
5nakebit3,42,414.77,
5p1ca,83,1036.4,
5spooky420me,24,196.88,100.0
5unDe,1,,
5weetness,1,,
5yearoldrexrex111,122,1303.1499999999999,100.0
60324133769,87,613.39,100.0
6060548,95,1128.3999999999999,
60sSpiderman,15,49.95,
61241571,21,149.92000000000002,100.0
61428,26,210.85999999999999,
616333,77,22.979999999999997,100.0
61782,69,496.78,
618554,30,184.88,100.0
6294421419,116,831.59,100.0
63246555,26,59.96,
6344143214,6,19.98,
63718432421321321312,74,299.84000000000003,75.0
63Hayden,150,1272.6299999999999,100.0
6435677448,43,466.77,100.0
64512328,262,1948.92,75.0
64512328,262,1948.92,75.0
64574574574744,36,174.87,100.0
64723864,221,2342.55,0.0
650326,12,86.94,
6524696969,47,372.78,
653448,154,1748.95,
6545_Sniffler,49,1326.5500000000002,
65464684,179,1734.97,
65711642,48,525.58,
657475591245,138,1542.15,100.0
6592,335,3802.16,100.0
66083299,30,363.79,100.0
66113860,41,509.75,
666101,236,3305.37,
66666669999999,121,1268.3,0.0
666999661,25,199.81,
666NeCrO,505,6373.68,
666slayerr666,133,1136.3,100.0
66839427,88,891.43,100.0
66d,78,701.53,100.0
66ot,54,485.64,
67162763,90,335.71,
6738497298564377854673421,128,992.28,100.0
67712702,14,64.95,
678rtv45,35,194.85999999999999,100.0
679gog,54,537.65,
67samjosh,59,583.56,50.0
68496742234,178,2036.22,
6871,110,973.3399999999999,
69133709,34,300.79,100.0
69222518,116,634.59,
692412341234,28,50.949999999999996,100.0
6935,168,1846.62,100.0
694201337694201337,51,174.88,100.0
696969696969699,76,726.5,100.0
696969696969699,76,726.5,100.0
696969697,293,3471.5699999999997,
697235,22,169.91,
698959,97,1127.37,
69_420_bl41e_fgt,85,807.4799999999999,100.0
69bmw,34,245.85999999999999,50.0
69doggystyle,200,1375.24,
69madman,18,111.89,100.0
6C_Troll,33,352.78999999999996,
6dighero,337,4040.46,100.0
6ex6ex6ex,82,815.45,100.0
6golf6,11,84.94,100.0
6teencarz,84,923.4399999999999,
70293553,6,54.96,
71124,60,550.65,
711armageddoncarmageddon,96,772.4,100.0
7122456,28,79.94999999999999,100.0
71251241,100,326.78,100.0
7225eternally,10,59.96,
72345,1,14.99,
72345436754433546,140,1017.38,
723943123,53,494.74,85.71428571428571
72947282842,2,34.98,100.0
735102120,9,14.99,100.0
737911,198,721.39,100.0
739567275,136,955.25,100.0
739749287981,38,154.35,100.0
740449400,28,319.83,100.0
74345,207,2256.32,
743748734,19,74.98,
7466NHK,54,109.96000000000001,
748237482374284792,132,341.73,100.0
74987000,57,420.62,71.42857142857143
750805,690,8326.23,0.0
7515953,56,438.77,100.0
75498,37,281.77,
756755557153145,119,1061.23,
75791513,28,154.85,60.0
75k12,99,1193.3799999999999,100.0
76415,34,189.88,
76561193688520497,57,603.57,
76561197960271609,30,239.8,
76561197960277635,42,434.64,
76561197960279587,37,412.71,
76561197960279912,36,395.71,
76561197960281419,26,254.78,
76561197960285738,16,134.87,
76561197960285909,24,224.84,
76561197960286077,13,99.88,
76561197960286950,184,1907.58,
76561197960288186,254,3694.92,100.0
76561197960295773,14,119.87,
76561197960298230,71,739.5,
76561197960299496,28,359.75,
76561197960301970,96,1461.2,
76561197960324641,1168,13154.289999999999,
76561197960324664,33,255.75,
76561197960324928,78,1176.36,33.33333333333333
76561197960333283,24,180.8,
