user_id,recommend_percentage
2d4nk4m3,50.0
76561198078478151,100.0
exiaez,100.0
76561198095921854,100.0
EizanAratoFujimaki,50.0
TeCool,75.0
2xDelorean,100.0
washington_,83.33333333333334
jewxxl,100.0
76561198088944293,60.0
76561198092540221,100.0
76561198051258119,100.0
nubquake123,100.0
Pyromanic,100.0
76561198109656922,100.0
CobRazor,100.0
relesprit,100.0
WitchHunter4542,100.0
pwrt,100.0
wantmahbody,100.0
76561198115868847,0.0
benedictcuminherbatch,100.0
76561198031207016,100.0
76561198043458582,100.0
smashiroshh,100.0
shark854,100.0
killbunny38,50.0
76561198047630659,0.0
1337lolroflmao,100.0
sithjjf,0.0
76561198060039459,0.0
OzfurAtlas,66.66666666666666
76561198065593074,50.0
76561198044169764,50.0
euzi,100.0
76561198074935997,12.5
76561197961778802,100.0
lucasrash,100.0
76561198016602703,50.0
thisissohardtomakeoneup,100.0
76561198087010391,100.0
66666669999999,0.0
76561198061174192,100.0
ReMiXOfficalSteam,100.0
Wilfire77,100.0
76561198084390807,100.0
Mastic,66.66666666666666
76561198028286104,100.0
tarjla,100.0
deathnz1,33.33333333333333
readingthis4noobs,100.0
76561198104393251,100.0
76561198075322986,100.0
redsncrimson,100.0
76561198151910904,100.0
H1DD3NT3RR0R,83.33333333333334
76561198071214618,100.0
76561198115115631,100.0
76561198071175142,100.0
t8s,100.0
pikawuu2,100.0
Sammeh00,100.0
Michaelele,100.0
76561198045754869,100.0
76561198076098774,100.0
76561198103253374,100.0
76561198048417105,100.0
76561198090842891,100.0
76561198055767971,0.0
76561197998052647,100.0
adohya343,0.0
76561198145436942,100.0
jjas01,60.0
3xotic26,100.0
iamthetrashlord,100.0
3dster,100.0
76561198079990063,100.0
Forty-Nine,50.0
76561198051017916,100.0
L4M1NAS,100.0
76561198096766604,0.0
76561197995322437,100.0
imsojipper,100.0
76561198084542731,100.0
76561198103671881,100.0
mrpfresh,100.0
GamerFag,100.0
EHS-R3AP3R,75.0
chidori_647,60.0
76561198092227136,100.0
hellcat59,100.0
76561198007584361,100.0
tbimperator,100.0
Allahu_Akbar666,50.0
ulramite,100.0
-GM-Dragon,50.0
76561198054040292,100.0
76561198078799606,66.66666666666666
I_DID_911_JUST_SAYING,100.0
750805,0.0
diabeticfuck,75.0
76561198054465623,83.33333333333334
aaropro,100.0
abiam,100.0
FrankoWalker,100.0
LightfootSword7,50.0
SALTTHEW0UND,100.0
express157,100.0
76561198074644990,66.66666666666666
76561198064304806,100.0
TomoeMamiewe,100.0
76561198057086148,100.0
Acidius99,80.0
acorn13,100.0
adamcookie,100.0
AddzyTheBaddzy,100.0
mrfunkyjunkie,100.0
mradobe7,0.0
76561198167207237,100.0
cancerkek,100.0
76561198073508075,100.0
76561198074323290,0.0
76561198090899557,0.0
advenger95,100.0
EndAtHallow,100.0
76561198063624801,100.0
aeryal,100.0
76561198070263209,100.0
76561198015968275,100.0
Agiegamma,100.0
76561198082614708,100.0
Agronoth,80.0
UnholyFallenAngel,100.0
76561198068565589,66.66666666666666
SlutOnTheSpit,100.0
WestyGaming,100.0
NaruseAiria,100.0
76561198067713802,100.0
76561198187212131,100.0
76561198044678148,100.0
Alex680,100.0
alansiulun,100.0
Albolah,100.0
76561198003056556,50.0
maxpaynepillkiller,83.33333333333334
AlexNoClutch,0.0
Alexwai04,100.0
76561198095481910,100.0
76561198164545985,100.0
AlkalineDeath,100.0
76561198075935236,100.0
mintifreshbadger,100.0
AlpacaRevolution,66.66666666666666
AlphaBryn444,100.0
76561198071952798,75.0
76561198009001563,100.0
76561198016753953,100.0
smegmyfoodle,100.0
76561198057869849,100.0
76561198058836921,100.0
lol_ursuchanoob,100.0
AMV72,80.0
76561198069170979,100.0
76561198085956238,25.0
76561198132540690,100.0
711armageddoncarmageddon,100.0
76561198034868596,100.0
Andraison,100.0
76561198055790408,100.0
76561198069560699,100.0
76561198099625419,100.0
76561198084032274,0.0
Angrovar,100.0
AngryAinsley,100.0
uradumbtit,100.0
76561198037038784,100.0
IKillNoobsFirst,100.0
76561198037888300,100.0
1234865654,100.0
76561198040925596,100.0
76561198084123358,100.0
Apachehavoc,0.0
ApexNZ,100.0
76561198039441595,33.33333333333333
76561198036687918,100.0
benjamin27,100.0
AppoGetsSuperAdmin,66.66666666666666
76561198071475367,100.0
76561198049916759,100.0
76561198065064829,100.0
XABLAUziitu,75.0
76561198012909706,100.0
dragonchief,0.0
76561198040530605,100.0
76561197974500703,90.0
76561198047185525,100.0
sweep6060,100.0
bilyitu,100.0
76561198021244661,100.0
76561198088538797,100.0
deployablearchnagel,100.0
rotflmaoman,100.0
armouredmarshmallow,100.0
76561198020928326,100.0
Array71,50.0
76561198039874575,100.0
arronlim13,100.0
ARTHERDUNGER10,100.0
Mackus1011,100.0
76561198041877981,50.0
ARZARNAR,100.0
darkmassieh,90.0
asianturtlefrenzy,100.0
blowjobsfurdayzandgayz,50.0
76561198082992295,100.0
LaLocaDeLosDulces,100.0
76561198064352761,100.0
assassin_warman,88.88888888888889
Astrelt,100.0
76561198091740831,100.0
AtomicWoodchuck,0.0
omgihaveawebpage,100.0
Swish0009,100.0
Aurora99,88.88888888888889
76561198053071988,0.0
76561198083375450,71.42857142857143
scroopy22,100.0
76561198078730600,100.0
auzmoz,100.0
auzzie_96,100.0
fatrangacuntnolifevirgin,100.0
76561198064150679,100.0
76561198110293299,100.0
de_triggered,100.0
76561198071748311,100.0
Azrafael,100.0
-Azsael-,100.0
76561198076301023,100.0
hoarbiscuit,100.0
bohgeraltofrivia,100.0
TeH-B-Rad,100.0
BAW_Killer,33.33333333333333
gamerdude7892,100.0
2ez4medick,100.0
BBBirb,100.0
AgentXiri,100.0
76561197998761331,100.0
76561198064579722,100.0
76561198096750939,100.0
potatoskins,100.0
crispymemesmantheyremyfavourite,100.0
76561198074409406,0.0
H-Alo,100.0
420Blz,100.0
76561198076548816,80.0
chillrend,100.0
BarretaJrs,100.0
Gborges,100.0
lukeyturley,66.66666666666666
PolygonCloud,100.0
76561198095142204,100.0
BOB_200,100.0
76561198070735033,0.0
76561198018560501,100.0
76561198069458790,100.0
76561198051148175,100.0
76561198047208452,100.0
generalale,100.0
brendoboy,71.42857142857143
76561198071234254,100.0
76561198165870150,100.0
76561197988934555,100.0
Infixation,100.0
76561198071162228,100.0
76561198047304525,100.0
76561197994969639,100.0
JuanManSnipez,100.0
Ben_Andy,50.0
Bennysaputra,100.0
76561198067021476,100.0
76561198190487725,100.0
76561198045071942,100.0
Bhappiikhat,100.0
Ahahahahahahahahahahahahahahaha,50.0
BITCHPLESE,66.66666666666666
Too_1337,100.0
kinglemon1222,100.0
76561198030636321,100.0
76561198007342405,66.66666666666666
IJustWantedToTalk,50.0
76561198081885254,100.0
76561198034643189,100.0
LlamasInNigjamas,100.0
mavros88,77.77777777777779
76561198035363871,0.0
Hummingsenpai,100.0
CHAAANG,100.0
76561198056980314,100.0
76561198077586769,100.0
bitmat,100.0
76561198028483487,100.0
Ghoster09,100.0
76561198081496844,100.0
180577,100.0
Barridos,100.0
Blackhawk611,100.0
76561197988863895,50.0
76561198042728201,100.0
hbk1462,100.0
76561198088724903,100.0
76561198057521157,75.0
76561198053766465,100.0
76561198057389499,100.0
FHK,100.0
76561198030735076,50.0
Bluegills,100.0
76561197970931849,66.66666666666666
rrbr,50.0
13lazer,100.0
76561198044344399,100.0
76561197999613236,100.0
RespekPlox,100.0
76561198062288797,100.0
bobseagull,85.71428571428571
bokkkbokkk,100.0
bokkkbokkk,100.0
Bonesdontrattlethem,100.0
76561198062403736,100.0
76561198073642113,100.0
76561198211433640,100.0
ilyjoepoe,100.0
Mantrouminati,100.0
hididdlyhoe,100.0
76561198027225504,100.0
dicksoutforboromir,85.71428571428571
probotsteve,0.0
76561197977543317,0.0
BrutalLegend69,100.0
76561198007539695,0.0
76561198064026657,100.0
76561198024450886,100.0
saint556,100.0
Brayneeah,0.0
brettebear,100.0
metiqu,100.0
Brianseb,100.0
spike_heart,100.0
brocky0405,100.0
76561198046094676,100.0
Vladimirputinisgreatman,100.0
Br0wni3,100.0
76561198079351819,100.0
76561198093381429,100.0
76561198110065267,100.0
76561198059167106,100.0
76561198105270589,100.0
Trutle,100.0
BugsyBro,83.33333333333334
Jyep,100.0
76561198074561346,100.0
76561198094074209,100.0
BurningCassette,100.0
76561198087011672,100.0
busternut,100.0
76561198075981950,100.0
Butteryyy,100.0
76561198079326390,50.0
76561198142749308,100.0
897w463824638109276,100.0
Butterz,100.0
8789568,100.0
76561198112547239,100.0
ByzGirl,100.0
C14M8S,50.0
1122305938,75.0
76561198069050565,50.0
Cabey64,100.0
Cabjoy,100.0
76561198082278758,0.0
Stormaggen,100.0
gusvu,100.0
Punixa,85.71428571428571
76561198051084367,100.0
76561198044402508,100.0
76561198081987102,100.0
76561197996741396,100.0
calii,100.0
76561198084718144,100.0
76561198077034833,100.0
calypto52,100.0
camduman,80.0
camquarter,100.0
aquelecaraqfazaquilo,70.0
76561198079009374,100.0
76561197992910116,100.0
jonjon4351,100.0
76561198008551473,100.0
ThePyrite99,100.0
76561198062276935,66.66666666666666
76561198048121243,100.0
CAPTAINVRITRAS,100.0
ConkerBirdy,100.0
76561198078194423,100.0
76561198067657905,100.0
76561198070072786,100.0
76561197966764681,100.0
76561198007988939,100.0
ca_ra_cal,100.0
76561198067721589,50.0
76561197996092338,100.0
carouserwhite,100.0
76561198045631910,100.0
76561198078670623,100.0
Lord_Casso,100.0
76561198058789410,100.0
76561198070087725,100.0
fsfs546hd,100.0
76561198045283919,33.33333333333333
76561198081438874,50.0
76561198072411281,100.0
76561198032143135,100.0
CrazyGiraffe71,100.0
chalkmetal,100.0
kggj,100.0
asdasdfsadgdfhfgjggj,100.0
elheat,100.0
ElementalGodChaos,83.33333333333334
76561197971917242,100.0
melonmaniac,100.0
76561198048491595,100.0
76561198074108172,100.0
charmaps5,100.0
mexz1999,66.66666666666666
IchMasKung,75.0
HoxtonPleaseDontSueMe,100.0
76561198051215704,100.0
76561198058842042,0.0
76561198074291619,100.0
cheetahpocalypse,100.0
Axzothrift,100.0
76561198283109848,100.0
Chermoil,100.0
harharharharhar,100.0
chicken_tonight,100.0
chidvd,100.0
76561198056960847,100.0
76561198052700471,0.0
76561198097450390,50.0
76561197981448997,0.0
aerpub,100.0
76561198078733772,100.0
76561198061273070,100.0
SmeshDoge,100.0
76561198037342853,100.0
76561198062869989,100.0
harrisonnorris,100.0
76561198142474106,50.0
Los_Shmurdos,100.0
ciborg2000,71.42857142857143
Mikinmash,100.0
76561198060510583,100.0
Norf_Norf,90.0
76561198041840982,50.0
76561198056339034,75.0
OfficialSenix,40.0
mike14476,100.0
kelby003,100.0
Clawz3z,100.0
76561198079650317,100.0
76561198071207551,100.0
76561198061039259,66.66666666666666
76561198074202726,100.0
76561198074347537,100.0
SurfChicken,100.0
76561198126142125,0.0
Clouwolf,0.0
76561198043339975,66.66666666666666
69bmw,50.0
76561198067414480,100.0
76561198078246064,100.0
iamshingo,100.0
SirParadiseLost,75.0
Rafantasma,100.0
SupermanSocks17,100.0
76561198061456632,100.0
76561198049614185,77.77777777777779
76561198046958203,87.5
UnseenEvangelist,0.0
jichaelcoaching,100.0
CompoBlue,0.0
MT-101,100.0
76561198172099661,100.0
ConjuredMadness,100.0
cookieblade,100.0
coolslayer666,100.0
cheese_is_illuminati,100.0
76561198042756236,0.0
ndrss,100.0
76561198081677554,100.0
Gamercubeeyes,100.0
76561198091515229,100.0
NotJustAnyOrange,100.0
cosmicguy22,100.0
Cosmonaut123456789,100.0
76561197971591275,100.0
TheCheekyOne,0.0
aProfileInTheMidOfNowhere,100.0
76561198107928649,66.66666666666666
76561198056352983,100.0
76561198104404617,100.0
76561198071955492,100.0
76561198073799272,100.0
bruhbruhxd,100.0
Crazymac123,100.0
76561198135673978,100.0
76561198045148546,0.0
76561198077244610,50.0
76561198063850360,100.0
76561198080465715,100.0
CrimsonStormFTW,66.66666666666666
cripla66,100.0
76561198064305132,100.0
76561198067214601,100.0
76561198017913139,50.0
OldLeakyBoat,100.0
SSAANNEESS,60.0
fatkris,100.0
cruzercru,100.0
getyourmarsbar,0.0
76561198107811819,100.0
aweoplopo,100.0
76561198042921883,100.0
kanekicg,100.0
76561198048024738,100.0
76561198084976671,100.0
THE_ART_OF_FEEDING,50.0
Cynex_,100.0
76561198039197193,100.0
76561197996190797,100.0
76561197995146150,50.0
76561198082559637,100.0
DKA013,66.66666666666666
76561198069345625,100.0
D00MS,100.0
76561198059201575,100.0
76561198060901683,100.0
76561198074763789,85.71428571428571
DABLUICE,0.0
BlitzGames,100.0
DaftyTM,100.0
76561197992227006,50.0
76561198070775610,100.0
76561198012514677,100.0
76561198053111161,100.0
76561197970691715,100.0
misterross,100.0
76561198044888778,100.0
mainkradxdxdx,100.0
76561198101576470,100.0
Dante69123,50.0
Dantress,100.0
76561198079220364,50.0
DareTheSeal,100.0
blackcheeze,100.0
6dighero,100.0
DarkDragonForce,100.0
76561198044594262,100.0
76561198136941803,100.0
76561198021814659,75.0
76561198078913614,100.0
BOBROSSJPEGEXE,100.0
blablabla174,100.0
fatppl,100.0
76561198050864519,100.0
datts,100.0
sirkillsalot1337,100.0
76561198082545803,100.0
76561198115099755,100.0
76561198046045640,100.0
76561198195091390,100.0
damayo,100.0
76561198084697858,100.0
76561198008827809,100.0
76561198039605834,100.0
Yugm,80.0
dblddr,100.0
deathbreath220,100.0
76561198084112448,100.0
76561198097730477,0.0
DeepCrysis,50.0
shay181,100.0
degen97,100.0
76561197994831363,100.0
deltalink21,80.0
Qzt,71.42857142857143
76561198052661205,50.0
NZObiwan,75.0
76561198071716213,100.0
76561198065988138,100.0
Denied72,100.0
76561198034337192,100.0
76561198056953510,50.0
76561198047363411,100.0
76561198068479124,100.0
GetMLGRekt,50.0
BoyangBao,100.0
meeman,100.0
fuzzygrilz,100.0
Derkness,100.0
76561198086282677,100.0
DerpyAura,100.0
76561198021745490,100.0
beepbeepimasheep,100.0
76561198032293266,100.0
76561198057406795,100.0
76561198074942714,100.0
76561198091717988,100.0
76561198126500843,100.0
destruktikus,0.0
Des_Mondo,100.0
76561198066881691,100.0
76561198042146054,100.0
76561198093191096,100.0
Device600,100.0
Devmabby,80.0
76561197980614542,100.0
76561197971532272,66.66666666666666
wenndiesoldaten,100.0
TacticalLynx,100.0
djman56,100.0
76561198114039731,100.0
digfernandes,87.5
dijakeplays,100.0
ohplsguuby,88.88888888888889
76561198071578365,100.0
NathanielPeace,100.0
76561198054421576,0.0
76561198072486822,100.0
76561198099102298,100.0
76561198077992470,100.0
76561198059166102,100.0
76561198038374904,100.0
ShrikeShrikeShrikeShrikeShrike,100.0
efefuyg3g4u5u22u4yv,100.0
76561198058711482,100.0
dimitriirfan,100.0
Dobble,100.0
76561198023903233,100.0
KingOfOpportunity,100.0
doctorpotatoes,80.0
76561198103858676,100.0
76561198083029873,100.0
1920410,0.0
76561198049760472,100.0
6294421419,100.0
76561198081443272,100.0
regentorange,75.0
76561198120646995,66.66666666666666
76561197990557433,100.0
diglekango,100.0
76561198055370293,100.0
duzim,75.0
76561197995098683,100.0
DropBear99,100.0
banjoabbyshelly,100.0
swscorpian,100.0
thecosplayermotherfucker,100.0
durolan2535,100.0
whatcanisayimjusttoogood,100.0
123repulseMe,100.0
76561197969800840,100.0
Cab117,83.33333333333334
DrVendax,100.0
76561198090773476,66.66666666666666
Dragoten,50.0
thedragon347,100.0
76561198015157743,100.0
76561198073725626,100.0
76561198084378649,100.0
76561198172455607,100.0
DrMolo,100.0
76561198097534775,100.0
DrumEssence,100.0
ashley1222,100.0
dubsdoge,100.0
76561198165512984,75.0
mrenigmate,100.0
vitoprofile,50.0
Axe603,100.0
76561198057119793,100.0
76561198090724989,0.0
JamesDurham23JubileeRd,71.42857142857143
Congo-Jack,100.0
76561198018159202,100.0
76561198080980901,100.0
76561198066955730,71.42857142857143
76561198056288026,100.0
dyslexicdew,100.0
Dysloyal,100.0
Eack,100.0
76561198008263039,0.0
76561198060822442,100.0
76561198049435011,100.0
76561198084637047,100.0
76561198105310142,100.0
edgar_its_the_popo,100.0
riseofnations231,100.0
Efreak,100.0
76561198038840599,100.0
SuccForCancer,100.0
UberDuckLord,100.0
hashandtag,100.0
JZargo4Pres,100.0
XavvPlays,85.71428571428571
76561198056254879,50.0
ELCHUZZY69,100.0
76561198053858353,100.0
117331,100.0
Clarkos,100.0
susanoofag,100.0
eljefe2171,87.5
76561198140431707,100.0
LapFucksTrax,100.0
76561198047866299,100.0
pon2543007,100.0
76561198064445006,100.0
en-esta-partecita-esta-zacler,100.0
76561198075233562,100.0
EnderRay10420,100.0
Mr_Doge,100.0
76561198026040814,100.0
76561198059783767,0.0
PurpleGenius,100.0
76561198048256508,100.0
76561198154493361,100.0
epicsquid,100.0
FedeAcv2,100.0
76561198097219763,100.0
akiomio,100.0
76561198170217862,100.0
76561198117877658,100.0
76561198073082088,100.0
EternumHD,100.0
SpecialSomeone,100.0
compuguy123,80.0
76561198041889877,80.0
76561198054332392,50.0
76561198014848587,100.0
76561198064260593,100.0
hayen-,100.0
76561198068174077,100.0
76561197995939652,100.0
hoot_toot,50.0
76561198028187926,100.0
ExtraEdition,100.0
76561198088408984,66.66666666666666
sgtkitty,0.0
76561198065247694,80.0
76561198054549164,100.0
76561198094506909,0.0
Letachal,100.0
76561198046912445,75.0
falynax,50.0
PlainLukekil,100.0
76561198103524411,100.0
rockethaul,100.0
76561198106239471,100.0
76561198085107826,100.0
76561198073714126,100.0
76561198047208774,75.0
whyiscustomurlathing,0.0
FeatInk,100.0
bigprenis,75.0
76561198068086235,100.0
dahaydos,87.5
matt20131,100.0
76561198028357316,66.66666666666666
76561198090768760,100.0
Mrawes0m3,100.0
InsightXIVC,100.0
76561198054211660,100.0
izumireina,100.0
Fetolino,50.0
76561198032373589,100.0
Fiesta787,100.0
76561197960425229,100.0
76561198057473311,100.0
76561198068825441,0.0
LetsBeOn,100.0
76561198061285334,66.66666666666666
Takmid,100.0
76561198075229095,100.0
FiveCast,100.0
76561198003855855,100.0
OH_MY_GOSH,0.0
modtech,66.66666666666666
Fliqi,100.0
adderz308,100.0
BajanCanidian,100.0
Fluphy_,87.5
76561198021135914,100.0
treemasterrace,100.0
76561198162487321,100.0
Anthonybasso,100.0
76561198081848896,100.0
76561198124526584,100.0
76561198044471846,100.0
FORTHMINGUTH,100.0
TruBru,100.0
76561198007165405,0.0
tyrone266,100.0
Frankaloons,100.0
jach5270,100.0
76561197995338574,100.0
76561198094830975,100.0
joshj23,100.0
76561198066916378,80.0
idsoftwaresquake,100.0
76561198057781627,50.0
76561198007208545,0.0
76561198062924967,100.0
bradon745,100.0
farmerbillson,0.0
iConnor_,100.0
76561198093394236,100.0
76561198091938654,100.0
dankememesforsweatyteens,100.0
76561198045421572,100.0
mudswipe,100.0
dazahh,75.0
76561198019669521,0.0
76561197985634755,100.0
76561198067938749,100.0
maketeanotwar,77.77777777777779
LeBovin,100.0
FunkMeister1,80.0
76561198141880878,0.0
76561198071928116,100.0
76561198079327998,75.0
76561198025199025,100.0
jb2481,100.0
76561198034573935,80.0
76561198072724653,50.0
xKillerInstinct,100.0
galvanicturtles,100.0
JorazGamerGuy,100.0
76561198089131001,100.0
loominis,100.0
tcase42,100.0
gatorgolfing,100.0
Has2Ragretz,100.0
76561198067352691,100.0
76561198060072424,75.0
76561198065466146,100.0
SGSChief,100.0
haonman,0.0
HeavyfromHell,100.0
MysticZemo,100.0
gfire555,100.0
76561198202329564,100.0
76561198050768829,0.0
76561198036861500,100.0
76561198088472271,100.0
HiJason,0.0
ghostlybug22,100.0
GiBaPEzLife,100.0
76561198079080583,100.0
76561198079227569,100.0
gillinator,100.0
76561198095945803,100.0
Wazzaa_man,100.0
76561198075871336,66.66666666666666
Glenbluey,100.0
76561198071445832,0.0
sunnnnnnnnnnnny,50.0
76561198048230501,100.0
Fishisaurus,100.0
Gterrestrial,75.0
Turntaker,100.0
76561198052512374,100.0
gothamsavior24,100.0
uhhallo,0.0
Govostype0406,100.0
76561198003189312,100.0
76561198149213236,100.0
farquadspenis,66.66666666666666
FullTimeSilver3,100.0
GravityI,66.66666666666666
76561198100417292,100.0
76561197996156672,100.0
GREENMAN41,100.0
76561198066611105,100.0
Grelekzel,100.0
76561198016940185,100.0
greyson_4450,100.0
76561198138586856,75.0
ReapersHunt,0.0
luduwick,100.0
GirlzLikeBears,100.0
TheWaterGod,100.0
sphix,100.0
76561198070892581,100.0
guhou,100.0
GuihZito,100.0
mastergamerinfinity,100.0
Spiritedaway1,100.0
GungeonRighteer,100.0
76561198062447997,100.0
gusso10_,100.0
76561198053608159,100.0
Habbyman,100.0
76561197970519408,0.0
Haelnorr,100.0
76561198082179266,100.0
Haitroid,66.66666666666666
76561198299095634,66.66666666666666
76561198021575394,0.0
76561198074079694,100.0
Halio99,100.0
HallowedDragon,100.0
halofreak61,100.0
HamThePanMan,100.0
76561198043275956,100.0
hand0fcthulhu,100.0
76561198065866954,100.0
supersushi987,100.0
sopramudar,100.0
76561198080881484,75.0
76561198038572397,100.0
76561198081776244,100.0
76561198081114534,100.0
76561198077993857,50.0
OfficialRagey,100.0
TittyDestroyer,100.0
xxxkennySopxxx,100.0
76561198083095219,100.0
HAramabeeHarrrisssooon,100.0
DANKESTMEMEMACHINEEVER,100.0
lucky-seven,0.0
DeliciousPuddin,60.0
76561198119721428,100.0
76561198072072529,100.0
76561198121314683,100.0
76561198123168383,100.0
harrylolman,0.0
Harv3yy,100.0
76561198046718131,100.0
Rambo1061,75.0
harvse,66.66666666666666
corhodzic,100.0
hawaiianisswag,100.0
76561198066734993,100.0
76561198103362354,100.0
Nzatz,100.0
fil96,100.0
76561198070092383,100.0
hecaton_john,100.0
76561198088531301,100.0
76561198042879129,100.0
TDOJ3DTDO,66.66666666666666
HeliDash,100.0
punkinoz,100.0
imsufferingkillme,100.0
hellotherem8,50.0
fintanboy,100.0
henrydxb,100.0
76561198059990081,87.5
bobthehappyterroriest,66.66666666666666
PimpIt,100.0
76561198062484829,100.0
76561198055335886,100.0
76561198070690856,100.0
76561198045953692,100.0
216712138,100.0
76561198006679831,0.0
hewl,100.0
Gawee08,100.0
76561198123074348,80.0
koconut100,100.0
76561198036822015,100.0
highpr,100.0
CyberBlade,100.0
76561198042823843,100.0
stevenlikesdicks,100.0
Hollowfun,100.0
holyswifter,100.0
WildCheese,100.0
76561198079621961,100.0
76561198080786408,100.0
quadruplemoney,100.0
76561198080644089,100.0
peoplesidiot,83.33333333333334
IrishNZ,100.0
iareasdaft,100.0
kylesimmonds,60.0
DazzaPlays,100.0
horizon95,100.0
76561198066842598,66.66666666666666
HostileTemper,100.0
GenericNonCreativeProfile,100.0
beefiest,100.0
b167er,100.0
76561198083780235,100.0
76561198095222559,100.0
huy115,100.0
76561198065934504,100.0
76561198071399737,100.0
76561198054285764,100.0
76561198139694944,100.0
itschewz,100.0
anthonyrocks65,100.0
Bhulb,100.0
76561198047901097,100.0
76561198054508148,100.0
offlinebyourmine,100.0
76561198067593136,0.0
HunkHogan69,100.0
76561198062884956,100.0
naomibby,100.0
76561198061796524,50.0
76561198009498722,0.0
hzqBICEPS,100.0
poopeepeepoo,87.5
76561198046190974,100.0
76561198041993527,100.0
I_BBox_4_u,100.0
zaintheking,0.0
Ulrikk,100.0
tickets845,100.0
folkfrightsa,100.0
76561198070792786,0.0
pudjapu,100.0
76561198087871638,100.0
iampro554433,100.0
ian_ramsay,66.66666666666666
76561198071526072,100.0
76561198034167696,100.0
nicholasd7,33.33333333333333
76561197990772718,100.0
IDGam3r,100.0
HonestlyIdontcares,100.0
76561198095214263,100.0
FireInLatin,100.0
IGotDahMunchies,0.0
76561198068085433,50.0
macey_moo,80.0
marster1618,100.0
Illuminutter,75.0
CancerCure,100.0
76561198055499125,100.0
ImSeriouss,100.0
ImSeriouss,100.0
76561198066760486,100.0
76561198223442840,100.0
dugec01,100.0
staecrh,0.0
infamouscharles,50.0
Infinitespeed,66.66666666666666
76561198095297673,100.0
76561198088860621,100.0
76561198068363182,100.0
sweatmore,100.0
76561198041240181,100.0
76561198078587197,100.0
guidetti1,100.0
ias19112000,60.0
76561198066084140,100.0
alexisbest25,50.0
iSkulz,100.0
Issekara,100.0
ysarge,75.0
ITCGaming101,100.0
yodadda,62.5
itscriddle,100.0
iVerse,100.0
iVoltGaming,83.33333333333334
76561198047273546,66.66666666666666
ironcass,87.5
76561198044586193,100.0
JosephBarrett,100.0
76561198155610749,100.0
jinmanabe,100.0
Jaberley,100.0
thelostwolf,100.0
keiran1,100.0
Jacmac,100.0
jadaik,100.0
76561198021364449,100.0
Guinhoh311,66.66666666666666
76561198099036584,100.0
76561198049901169,100.0
Jamessss,100.0
JamsL33T,100.0
